src_ip,dst_ip,packet_rate,unique_ports,avg_packet_size,protocol,duration,connection_count,attack_type
198.51.100.155,192.168.1.36,1722.2,63,517.3,SCTP,76.8,17,protocol_anomaly
172.16.0.45,192.168.2.180,69.8,1,53.2,TCP,306.3,35,slowloris
203.0.113.63,192.168.1.83,8421.6,1,49.1,TCP,13.1,233,syn_flood
104.16.0.94,10.0.1.204,67.9,2,56.4,TCP,824.5,20,slowloris
104.16.0.24,192.168.2.34,168.0,1,116.1,TCP,1.3,262,brute_force
172.16.0.251,192.168.1.8,23.6,73,338.0,TCP,116.5,37,stealth_probe
91.189.0.220,10.0.0.165,107.8,70,238.0,TCP,215.2,7,stealth_probe
104.16.0.141,192.168.2.223,96.2,1,180.2,TCP,0.7,174,brute_force
172.16.0.99,192.168.1.221,6023.2,2,62.6,TCP,3.6,67,syn_flood
104.16.0.33,192.168.1.129,14959.3,1,47.4,TCP,9.4,80,syn_flood
172.16.0.238,192.168.1.252,72.2,3,111.1,TCP,108.6,31,slowloris
104.16.0.147,10.0.1.237,1104.8,10,774.4,GRE,74.5,44,protocol_anomaly
45.33.144.87,192.168.1.97,1193.0,306,116.0,TCP,10.3,65,port_scan
45.33.32.251,10.0.1.186,1750.4,90,249.3,GRE,38.3,45,protocol_anomaly
198.51.100.77,172.16.1.52,4533.9,1,1568.1,UDP,1.6,8,dns_amplification
104.16.0.53,10.0.1.230,899.3,493,87.6,TCP,12.0,123,port_scan
45.33.32.70,172.16.1.75,238.9,52,407.3,IGMP,5.1,34,protocol_anomaly
91.189.0.196,10.0.0.45,13.8,22,347.1,TCP,51.4,27,stealth_probe
45.33.32.39,172.16.1.154,11380.1,1,59.6,ICMP,3.0,90,icmp_flood
45.33.32.26,10.0.1.144,1474.9,1,3239.9,UDP,4.0,16,dns_amplification
45.33.32.189,10.0.0.252,913.7,213,64.2,TCP,9.2,86,port_scan
203.0.113.14,192.168.1.35,359.9,1,185.5,TCP,1.6,177,brute_force
91.189.0.249,10.0.0.56,312.8,1,113.2,TCP,1.2,215,brute_force
91.189.0.32,192.168.1.97,1107.5,1,860.5,TCP,22.6,140,http_flood
45.33.144.228,192.168.2.148,4739.7,1,3654.0,UDP,9.5,16,dns_amplification
45.33.144.145,10.0.0.177,778.4,331,148.5,TCP,5.8,115,port_scan
91.189.0.242,192.168.2.89,3251.0,1,65.3,ICMP,12.5,81,icmp_flood
172.16.0.49,10.0.0.170,13.5,33,66.2,TCP,235.6,24,stealth_probe
45.33.144.62,192.168.1.188,202.7,47,468.8,TCP,273.7,25,stealth_probe
10.10.10.87,192.168.2.5,2095.3,2,2587.3,UDP,19.7,46,dns_amplification
91.189.0.146,10.0.0.131,5798.5,1,3574.3,UDP,85.2,23,dns_amplification
45.33.32.105,192.168.1.9,120.1,22,172.9,TCP,25.9,38,stealth_probe
104.16.0.198,172.16.1.7,57.8,1,111.1,TCP,54.1,11,brute_force
45.33.144.225,192.168.1.54,61.9,1,83.5,TCP,6.0,35,brute_force
91.189.0.104,192.168.2.18,230.0,11,233.7,TCP,237.9,31,stealth_probe
10.10.10.31,10.0.1.51,69.3,2,77.7,TCP,652.9,77,slowloris
104.16.0.46,10.0.1.191,3907.7,1,57.2,ICMP,3.0,18,icmp_flood
10.10.10.247,192.168.2.78,6018.3,3,30.6,UDP,19.6,40,udp_flood
45.33.32.139,192.168.1.111,232.4,48,198.4,TCP,61.7,7,stealth_probe
104.16.0.242,10.0.1.215,1216.5,7,885.8,TCP,57.8,173,http_flood
10.10.10.32,172.16.1.80,255.9,9,98.3,GRE,1.7,44,protocol_anomaly
203.0.113.36,172.16.1.34,174.0,96,137.1,TCP,121.5,38,stealth_probe
91.189.0.105,172.16.1.12,731.1,222,40.3,TCP,6.8,186,port_scan
45.33.32.186,192.168.1.20,701.0,40,145.2,TCP,10.7,178,port_scan
203.0.113.39,192.168.2.55,3596.9,1,1018.4,UDP,81.3,29,dns_amplification
172.16.0.151,192.168.1.46,6051.7,1,71.9,TCP,3.8,257,syn_flood
172.16.0.127,172.16.1.149,25.2,35,432.2,UDP,62.5,24,stealth_probe
198.51.100.104,10.0.0.147,169.3,27,394.1,UDP,76.7,29,stealth_probe
10.10.10.145,192.168.1.98,2636.4,1,3924.4,UDP,69.6,37,dns_amplification
10.10.10.130,10.0.0.55,3522.6,1,2359.8,UDP,40.0,12,dns_amplification
172.16.0.63,172.16.1.116,482.7,179,144.1,UDP,3.9,124,port_scan
10.10.10.77,10.0.1.28,9114.6,1,59.5,ICMP,6.0,97,icmp_flood
10.10.10.11,192.168.1.219,5.7,2,57.0,TCP,392.7,81,slowloris
45.33.144.45,10.0.0.126,78.3,38,450.3,TCP,99.7,36,stealth_probe
203.0.113.118,192.168.1.12,21.7,1,65.4,TCP,444.3,41,slowloris
203.0.113.128,192.168.2.40,85.7,61,201.7,UDP,293.0,38,stealth_probe
10.10.10.98,192.168.1.12,8703.4,4,26.6,UDP,17.5,73,udp_flood
91.189.0.173,192.168.1.107,831.6,15,754.2,SCTP,47.7,41,protocol_anomaly
198.51.100.187,10.0.1.84,4053.7,1,2272.3,UDP,36.1,20,dns_amplification
10.10.10.217,10.0.1.29,7121.7,1,44.0,TCP,6.1,120,syn_flood
104.16.0.70,172.16.1.193,248.7,128,124.9,TCP,17.9,168,port_scan
10.10.10.162,10.0.0.69,1937.7,91,768.8,PIM,50.9,47,protocol_anomaly
10.10.10.74,10.0.1.18,4175.8,3,1047.0,TCP,48.1,35,http_flood
45.33.32.253,10.0.0.97,5777.0,1,2298.4,UDP,75.6,38,dns_amplification
10.10.10.70,192.168.2.136,1938.1,114,767.6,GRE,21.2,35,protocol_anomaly
198.51.100.74,10.0.0.193,107.6,1,167.4,TCP,6.2,260,brute_force
203.0.113.22,10.0.0.127,3805.7,5,818.8,TCP,9.7,168,http_flood
172.16.0.62,10.0.0.181,8099.8,1,71.3,ICMP,24.3,74,icmp_flood
45.33.32.227,192.168.1.150,4448.6,6,1350.2,TCP,80.9,104,http_flood
198.51.100.227,10.0.1.123,13886.1,2,67.3,TCP,7.3,90,syn_flood
198.51.100.154,10.0.1.33,1176.0,485,75.0,TCP,16.3,140,port_scan
45.33.32.62,172.16.1.172,12654.8,1,47.7,TCP,3.3,250,syn_flood
172.16.0.199,172.16.1.129,6054.5,1,46.6,ICMP,19.2,16,icmp_flood
172.16.0.119,10.0.0.105,285.7,1,93.1,TCP,5.5,112,brute_force
45.33.32.166,192.168.1.140,1335.3,7,1046.5,TCP,65.5,26,http_flood
203.0.113.156,192.168.2.65,3481.1,2,119.9,UDP,8.8,152,udp_flood
203.0.113.49,192.168.2.152,5124.1,2,79.8,TCP,14.0,102,syn_flood
45.33.144.67,192.168.1.198,227.0,409,130.0,TCP,17.9,153,port_scan
104.16.0.87,10.0.1.190,132.9,175,43.2,TCP,19.3,172,port_scan
104.16.0.103,192.168.2.3,4362.6,1,47.9,ICMP,25.0,86,icmp_flood
104.16.0.207,10.0.0.120,1932.6,77,267.2,IGMP,62.0,48,protocol_anomaly
45.33.144.183,192.168.1.117,3954.7,2,4301.0,UDP,64.7,33,dns_amplification
104.16.0.23,10.0.1.253,6728.7,2,80.9,UDP,22.0,50,udp_flood
91.189.0.186,192.168.2.112,272.3,408,51.2,TCP,14.7,166,port_scan
91.189.0.169,10.0.0.91,5492.7,1,71.7,UDP,21.5,244,udp_flood
91.189.0.121,192.168.1.253,3041.2,5,1129.6,TCP,117.7,57,http_flood
104.16.0.51,192.168.2.94,4404.4,1,59.0,ICMP,15.4,32,icmp_flood
45.33.32.209,192.168.2.141,927.6,72,109.4,AH,52.7,22,protocol_anomaly
10.10.10.106,192.168.2.46,432.4,1,205.2,TCP,7.1,217,brute_force
10.10.10.7,192.168.2.202,63.2,1,100.8,TCP,412.2,19,slowloris
198.51.100.10,192.168.1.10,2136.9,7,1207.2,TCP,43.7,150,http_flood
104.16.0.94,10.0.1.216,791.7,28,658.7,PIM,64.6,30,protocol_anomaly
45.33.32.144,192.168.2.104,4331.6,2,57.7,TCP,9.6,432,syn_flood
198.51.100.21,192.168.2.253,136.4,27,168.7,TCP,74.3,11,stealth_probe
10.10.10.61,172.16.1.203,62.6,3,96.0,TCP,99.3,27,slowloris
45.33.32.42,192.168.2.165,542.7,121,117.4,TCP,11.4,43,port_scan
45.33.32.155,172.16.1.26,6479.8,1,53.7,TCP,8.4,373,syn_flood
10.10.10.133,172.16.1.123,1387.3,1,95.9,UDP,9.4,198,udp_flood
172.16.0.75,172.16.1.238,240.3,42,561.1,TCP,21.0,36,stealth_probe
45.33.32.229,10.0.1.77,3052.4,5,1136.1,TCP,28.1,181,http_flood
45.33.32.167,192.168.2.178,820.8,403,124.9,TCP,2.1,181,port_scan
45.33.32.250,10.0.0.35,1454.2,44,676.8,AH,21.3,24,protocol_anomaly
203.0.113.156,10.0.0.163,574.9,1,83.5,TCP,3.7,370,brute_force
198.51.100.130,172.16.1.228,156.4,35,80.3,TCP,25.6,24,stealth_probe
91.189.0.10,10.0.1.215,5048.3,1,3020.6,UDP,67.3,23,dns_amplification
45.33.144.73,10.0.1.203,591.6,7,63.1,AH,26.1,45,protocol_anomaly
10.10.10.143,172.16.1.229,18.9,3,49.8,TCP,739.7,58,slowloris
45.33.32.243,192.168.2.138,2083.1,2,2703.2,UDP,12.4,20,dns_amplification
45.33.144.171,192.168.1.98,12717.5,1,73.3,TCP,7.7,103,syn_flood
45.33.144.208,10.0.0.48,10989.3,1,67.1,ICMP,19.3,11,icmp_flood
203.0.113.232,192.168.1.26,106.4,98,501.8,TCP,148.6,19,stealth_probe
10.10.10.144,192.168.1.179,1736.0,6,833.8,TCP,56.4,192,http_flood
10.10.10.83,10.0.1.35,3179.9,1,70.1,ICMP,6.0,72,icmp_flood
91.189.0.177,172.16.1.52,5976.2,1,1563.1,UDP,15.2,7,dns_amplification
203.0.113.60,192.168.2.242,2421.3,4,830.1,TCP,13.3,128,http_flood
203.0.113.92,192.168.2.132,1887.5,116,457.0,PIM,35.4,16,protocol_anomaly
10.10.10.221,192.168.1.31,17.2,2,106.6,TCP,219.0,34,slowloris
198.51.100.125,192.168.1.240,8.8,3,84.1,TCP,313.7,91,slowloris
10.10.10.126,192.168.1.130,2266.7,3,876.9,TCP,19.4,124,http_flood
45.33.32.171,10.0.1.99,6574.2,4,113.1,UDP,10.7,144,udp_flood
203.0.113.228,10.0.1.137,67.2,3,92.4,TCP,665.0,16,slowloris
104.16.0.34,10.0.0.229,980.1,258,74.5,TCP,14.9,87,port_scan
10.10.10.189,10.0.0.228,9495.8,1,68.0,ICMP,26.7,69,icmp_flood
45.33.32.56,192.168.2.129,183.6,67,185.5,TCP,93.8,31,stealth_probe
45.33.32.164,172.16.1.178,1196.5,352,93.0,TCP,13.9,24,port_scan
104.16.0.21,192.168.1.2,992.6,18,269.6,PIM,31.4,33,protocol_anomaly
45.33.32.19,172.16.1.57,89.6,1,82.5,TCP,4.3,204,brute_force
45.33.144.39,10.0.0.48,3621.3,3,1170.5,TCP,94.2,169,http_flood
10.10.10.49,192.168.1.138,5151.5,4,103.2,UDP,26.7,154,udp_flood
104.16.0.132,10.0.1.133,1830.3,82,664.4,IGMP,72.0,9,protocol_anomaly
172.16.0.138,10.0.0.201,2221.3,1,1410.9,TCP,50.1,187,http_flood
198.51.100.195,192.168.1.29,5683.6,2,105.2,UDP,7.4,155,udp_flood
45.33.32.249,10.0.0.162,38.0,22,137.6,IGMP,56.9,20,protocol_anomaly
45.33.144.233,10.0.0.168,63.5,1,108.0,TCP,54.7,32,brute_force
198.51.100.223,172.16.1.207,6984.4,1,72.0,ICMP,5.6,10,icmp_flood
45.33.32.20,192.168.1.78,542.9,4,1252.1,TCP,115.2,183,http_flood
104.16.0.175,10.0.1.131,709.5,25,108.1,TCP,8.4,78,port_scan
198.51.100.70,192.168.1.107,133.2,1,208.9,TCP,17.9,9,brute_force
45.33.32.146,192.168.2.107,7127.4,1,106.1,UDP,9.3,26,udp_flood
203.0.113.177,10.0.1.166,2511.6,2,1580.5,UDP,12.7,38,dns_amplification
10.10.10.27,192.168.1.35,7287.1,2,90.1,UDP,19.0,86,udp_flood
91.189.0.55,10.0.1.217,1127.3,102,69.0,TCP,5.7,61,port_scan
104.16.0.86,10.0.1.230,2860.9,2,816.6,TCP,106.6,175,http_flood
104.16.0.171,192.168.2.139,133.4,21,272.2,UDP,274.4,11,stealth_probe
172.16.0.133,10.0.0.187,21.0,3,110.6,TCP,254.7,80,slowloris
45.33.144.212,192.168.1.11,74.4,1,111.6,TCP,434.3,28,slowloris
198.51.100.241,10.0.1.98,9276.1,2,73.5,UDP,13.2,20,udp_flood
45.33.144.238,192.168.1.175,967.3,333,94.8,TCP,20.0,75,port_scan
104.16.0.119,172.16.1.190,6950.7,4,24.5,UDP,3.1,81,udp_flood
104.16.0.43,172.16.1.196,79.9,2,105.3,TCP,676.1,96,slowloris
91.189.0.216,192.168.2.88,12524.3,1,43.8,TCP,10.3,312,syn_flood
45.33.144.85,192.168.2.38,212.2,31,262.6,UDP,277.5,21,stealth_probe
45.33.32.144,192.168.2.175,4125.8,2,4292.2,UDP,38.6,21,dns_amplification
45.33.144.58,192.168.1.250,8989.5,2,64.0,TCP,4.3,449,syn_flood
45.33.144.218,10.0.0.67,1084.6,62,56.0,TCP,1.5,43,port_scan
10.10.10.169,10.0.0.118,2868.8,7,1227.8,TCP,95.7,86,http_flood
198.51.100.221,192.168.2.67,8.2,3,112.9,TCP,793.5,95,slowloris
172.16.0.122,10.0.1.60,1749.2,44,259.8,SCTP,18.4,46,protocol_anomaly
91.189.0.210,192.168.2.108,44.6,3,75.0,TCP,191.4,30,slowloris
198.51.100.235,192.168.1.52,1676.3,2,3353.7,UDP,16.5,30,dns_amplification
10.10.10.39,192.168.1.68,51.5,3,51.4,TCP,609.6,80,slowloris
203.0.113.72,172.16.1.34,1420.5,2,2231.8,UDP,15.2,47,dns_amplification
45.33.144.203,192.168.2.14,25.4,3,18.0,TCP,705.6,17,slowloris
45.33.32.46,192.168.1.3,155.8,1,165.2,TCP,6.8,238,brute_force
104.16.0.240,172.16.1.66,189.6,82,278.2,ESP,64.1,20,protocol_anomaly
91.189.0.237,192.168.1.60,5673.8,4,24.3,UDP,5.6,125,udp_flood
203.0.113.52,192.168.2.48,38.5,1,73.9,TCP,674.7,25,slowloris
91.189.0.127,192.168.2.157,6.0,1,84.9,TCP,761.8,23,slowloris
203.0.113.252,10.0.0.188,681.4,86,76.0,ESP,79.5,27,protocol_anomaly
104.16.0.72,10.0.1.137,59.7,1,191.5,TCP,54.2,20,brute_force
45.33.32.27,10.0.1.1,10320.4,2,47.7,TCP,7.4,242,syn_flood
45.33.144.183,10.0.0.141,66.5,96,134.4,UDP,44.9,19,stealth_probe
45.33.144.21,192.168.1.97,28.9,67,517.9,TCP,203.9,30,stealth_probe
203.0.113.129,10.0.1.245,919.5,3,1401.0,TCP,116.2,192,http_flood
172.16.0.196,10.0.1.32,4336.1,3,1019.8,TCP,98.7,64,http_flood
10.10.10.167,192.168.2.218,44.6,65,548.4,TCP,132.2,26,stealth_probe
203.0.113.2,192.168.1.148,414.9,1,163.3,TCP,2.6,91,brute_force
172.16.0.235,192.168.2.89,9255.8,1,74.1,ICMP,1.8,32,icmp_flood
45.33.32.171,192.168.2.98,9796.9,2,75.1,TCP,14.2,481,syn_flood
198.51.100.140,192.168.1.134,1368.6,7,977.6,TCP,79.8,109,http_flood
172.16.0.236,192.168.1.51,25.6,94,579.8,UDP,270.1,9,stealth_probe
91.189.0.121,172.16.1.70,2545.8,3,1364.1,TCP,74.6,46,http_flood
45.33.32.244,172.16.1.133,2513.2,1,60.4,TCP,5.5,361,syn_flood
91.189.0.156,192.168.2.128,95.5,29,581.0,TCP,237.0,23,stealth_probe
198.51.100.94,10.0.1.75,62.1,1,31.0,TCP,655.8,28,slowloris
45.33.32.18,192.168.2.253,1893.7,93,70.6,ESP,13.4,27,protocol_anomaly
104.16.0.83,10.0.1.19,220.3,1,180.5,TCP,4.5,80,brute_force
203.0.113.100,192.168.2.44,29.1,6,504.4,TCP,10.7,7,stealth_probe
203.0.113.162,10.0.1.240,118.1,1,121.6,TCP,7.7,231,brute_force
203.0.113.97,10.0.0.52,4714.7,1,1946.7,UDP,36.3,37,dns_amplification
172.16.0.122,10.0.1.23,5677.8,1,80.4,ICMP,12.3,30,icmp_flood
203.0.113.249,192.168.2.49,5783.9,1,63.2,UDP,34.3,82,udp_flood
203.0.113.189,192.168.1.155,813.9,452,72.1,TCP,5.7,136,port_scan
172.16.0.159,10.0.0.187,802.3,55,427.1,GRE,75.9,18,protocol_anomaly
45.33.144.98,10.0.1.218,2697.0,2,71.1,TCP,12.7,468,syn_flood
104.16.0.44,10.0.0.89,11401.0,1,67.4,ICMP,2.8,26,icmp_flood
172.16.0.200,192.168.1.233,10214.2,2,76.5,TCP,1.8,97,syn_flood
45.33.144.180,10.0.0.164,2233.5,1,3823.7,UDP,77.5,36,dns_amplification
172.16.0.177,192.168.1.76,4130.6,2,3977.4,UDP,33.4,20,dns_amplification
104.16.0.253,192.168.1.162,1466.6,41,396.2,GRE,51.7,18,protocol_anomaly
198.51.100.192,192.168.1.157,45.4,2,21.1,TCP,413.7,59,slowloris
203.0.113.133,192.168.1.143,4307.0,3,74.2,UDP,3.3,169,udp_flood
203.0.113.37,192.168.1.227,480.5,284,72.5,TCP,16.0,27,port_scan
45.33.32.56,192.168.2.76,1768.0,41,417.9,AH,22.7,4,protocol_anomaly
45.33.32.252,172.16.1.223,2039.0,1,82.9,ICMP,17.9,15,icmp_flood
10.10.10.135,10.0.1.11,3943.1,1,69.4,ICMP,15.9,43,icmp_flood
45.33.144.154,192.168.2.155,4532.9,1,47.8,TCP,4.7,369,syn_flood
203.0.113.128,192.168.2.153,14889.1,1,52.1,TCP,9.1,298,syn_flood
91.189.0.65,172.16.1.39,404.5,1,189.3,TCP,1.6,258,brute_force
203.0.113.125,10.0.1.36,674.0,26,233.2,IGMP,62.4,16,protocol_anomaly
91.189.0.248,172.16.1.211,486.2,38,63.2,TCP,13.1,94,port_scan
45.33.144.151,192.168.2.30,6425.2,1,80.7,ICMP,6.2,72,icmp_flood
172.16.0.234,10.0.1.142,360.0,58,182.5,SCTP,34.7,19,protocol_anomaly
172.16.0.234,172.16.1.127,5175.9,1,4211.0,UDP,77.0,47,dns_amplification
10.10.10.155,192.168.2.133,18.1,1,48.3,TCP,740.0,37,slowloris
45.33.32.160,192.168.1.163,229.8,73,500.4,TCP,110.8,3,stealth_probe
198.51.100.75,192.168.1.102,12022.0,2,70.6,TCP,14.3,389,syn_flood
104.16.0.138,172.16.1.151,122.3,1,206.6,TCP,50.8,17,brute_force
91.189.0.102,172.16.1.31,34.8,57,255.6,TCP,34.4,23,stealth_probe
172.16.0.12,192.168.1.91,85.2,1,150.9,TCP,34.5,30,brute_force
45.33.32.15,192.168.1.132,4637.0,5,1339.7,TCP,94.6,27,http_flood
45.33.144.106,172.16.1.234,151.5,46,388.2,TCP,139.1,17,stealth_probe
104.16.0.99,172.16.1.249,3338.4,2,3250.0,UDP,39.9,30,dns_amplification
45.33.144.97,10.0.0.98,5630.4,1,3916.5,UDP,64.3,30,dns_amplification
203.0.113.238,172.16.1.108,606.2,325,64.9,UDP,7.9,199,port_scan
45.33.32.200,192.168.2.94,9535.0,1,63.0,ICMP,5.0,54,icmp_flood
45.33.32.158,10.0.0.54,25.8,3,93.0,TCP,865.7,54,slowloris
45.33.32.77,192.168.1.154,8.9,76,209.0,TCP,125.5,26,stealth_probe
104.16.0.216,172.16.1.35,5164.7,1,55.7,ICMP,22.5,68,icmp_flood
91.189.0.128,10.0.0.173,9707.6,1,71.8,ICMP,17.9,97,icmp_flood
172.16.0.197,192.168.1.170,138.7,68,158.3,TCP,157.4,19,stealth_probe
10.10.10.224,172.16.1.228,219.9,76,201.7,AH,26.7,26,protocol_anomaly
91.189.0.181,10.0.0.14,12640.6,2,51.8,TCP,7.9,346,syn_flood
91.189.0.79,10.0.0.61,50.4,3,119.8,TCP,645.9,94,slowloris
45.33.144.128,10.0.1.156,1054.4,2,3294.1,UDP,23.5,20,dns_amplification
104.16.0.60,192.168.2.1,56.9,1,85.3,TCP,38.2,42,brute_force
203.0.113.104,172.16.1.131,3534.4,7,1268.7,TCP,29.3,74,http_flood
203.0.113.53,10.0.1.32,382.4,150,133.3,TCP,4.4,119,port_scan
172.16.0.252,172.16.1.167,5216.4,1,69.3,ICMP,14.0,28,icmp_flood
172.16.0.220,192.168.2.143,452.0,8,119.4,SCTP,70.4,35,protocol_anomaly
198.51.100.137,192.168.1.98,5098.6,1,2643.1,UDP,69.9,45,dns_amplification
91.189.0.245,10.0.0.166,3683.4,1,72.0,ICMP,6.9,79,icmp_flood
104.16.0.221,192.168.2.170,8604.4,3,35.8,UDP,18.4,207,udp_flood
172.16.0.248,172.16.1.144,12407.6,2,56.3,TCP,1.3,255,syn_flood
172.16.0.226,192.168.2.147,150.5,1,150.4,TCP,7.2,82,brute_force
198.51.100.197,172.16.1.215,552.8,1,73.7,TCP,2.0,332,brute_force
203.0.113.227,10.0.1.98,1569.1,76,605.5,PIM,8.8,7,protocol_anomaly
45.33.32.151,10.0.1.92,1639.0,2,3680.7,UDP,14.9,49,dns_amplification
104.16.0.206,10.0.0.10,7919.4,1,80.5,ICMP,11.1,46,icmp_flood
203.0.113.113,10.0.0.43,255.0,1,249.3,TCP,2.8,316,brute_force
10.10.10.211,192.168.2.145,4954.7,1,58.4,TCP,6.0,419,syn_flood
104.16.0.249,192.168.2.37,6880.2,1,67.4,ICMP,22.6,80,icmp_flood
45.33.32.87,10.0.0.217,2576.2,2,3395.7,UDP,69.4,6,dns_amplification
104.16.0.102,172.16.1.2,8058.7,4,61.6,UDP,29.0,255,udp_flood
104.16.0.71,10.0.1.131,126.0,24,527.9,TCP,66.9,35,stealth_probe
198.51.100.203,192.168.1.35,467.8,1,229.5,TCP,6.9,139,brute_force
91.189.0.113,10.0.1.38,650.6,7,1335.4,TCP,74.9,182,http_flood
91.189.0.36,192.168.2.221,27.2,2,115.4,TCP,681.9,40,slowloris
172.16.0.107,192.168.1.3,76.4,1,110.4,TCP,35.1,45,brute_force
91.189.0.207,10.0.1.104,598.6,146,80.0,TCP,17.7,177,port_scan
104.16.0.35,10.0.0.57,149.9,92,360.4,UDP,126.2,32,stealth_probe
198.51.100.22,172.16.1.178,2273.2,1,2911.1,UDP,69.5,40,dns_amplification
104.16.0.113,192.168.1.215,466.0,184,74.4,TCP,9.0,67,port_scan
203.0.113.138,10.0.1.230,192.2,55,168.4,TCP,65.7,15,stealth_probe
45.33.144.81,10.0.0.108,42.3,94,544.0,SCTP,57.2,31,protocol_anomaly
91.189.0.19,172.16.1.144,4324.6,4,1318.0,TCP,66.0,164,http_flood
198.51.100.93,10.0.0.43,2543.4,3,61.3,UDP,16.4,101,udp_flood
198.51.100.157,10.0.1.109,2.1,2,56.9,TCP,70.5,80,slowloris
91.189.0.15,10.0.1.234,7057.2,2,59.4,UDP,24.6,117,udp_flood
10.10.10.153,10.0.0.97,5158.1,2,1932.3,UDP,15.1,17,dns_amplification
45.33.32.102,192.168.2.21,144.3,128,48.0,TCP,4.5,164,port_scan
172.16.0.238,10.0.1.131,8650.4,2,64.0,TCP,14.7,418,syn_flood
45.33.32.226,192.168.1.160,4297.8,2,1175.2,TCP,66.3,129,http_flood
45.33.144.8,192.168.1.28,5605.3,3,85.5,UDP,20.4,176,udp_flood
172.16.0.8,192.168.2.158,7684.1,1,44.1,TCP,3.1,436,syn_flood
104.16.0.226,192.168.1.174,3993.0,1,1005.3,UDP,62.9,13,dns_amplification
198.51.100.145,192.168.1.105,8518.5,3,39.9,UDP,28.7,145,udp_flood
203.0.113.198,172.16.1.122,1317.2,1,1218.5,TCP,9.8,151,http_flood
45.33.144.70,10.0.1.39,471.5,3,594.4,AH,13.9,21,protocol_anomaly
203.0.113.198,192.168.2.29,17.2,1,76.5,TCP,53.2,8,brute_force
104.16.0.216,10.0.0.52,6767.1,4,25.6,UDP,16.7,269,udp_flood
45.33.32.168,10.0.1.30,122.2,1,179.1,TCP,6.9,285,brute_force
198.51.100.227,10.0.0.48,1177.3,322,147.9,TCP,1.9,28,port_scan
91.189.0.6,10.0.0.147,4818.6,2,1795.4,UDP,67.4,41,dns_amplification
203.0.113.155,10.0.0.31,1721.4,20,722.8,ESP,53.6,25,protocol_anomaly
91.189.0.109,192.168.1.221,388.4,70,111.9,UDP,17.8,146,port_scan
203.0.113.245,192.168.2.93,1578.8,2,1790.8,UDP,14.2,6,dns_amplification
198.51.100.217,192.168.1.47,152.3,1,98.7,TCP,37.4,41,brute_force
91.189.0.2,172.16.1.127,555.6,1,232.7,TCP,7.5,60,brute_force
91.189.0.141,192.168.1.244,2767.7,2,50.3,TCP,11.7,485,syn_flood
45.33.144.171,192.168.2.132,53.1,29,466.9,TCP,140.0,15,stealth_probe
198.51.100.253,192.168.2.139,45.9,5,127.7,TCP,35.7,21,stealth_probe
203.0.113.161,172.16.1.241,2568.1,2,75.4,UDP,24.9,89,udp_flood
198.51.100.212,192.168.1.122,5.4,1,82.6,TCP,680.0,44,slowloris
45.33.144.147,192.168.2.190,1420.9,76,653.2,GRE,68.1,22,protocol_anomaly
203.0.113.65,10.0.1.118,468.6,1,99.3,TCP,6.8,289,brute_force
45.33.144.206,192.168.2.110,1509.8,7,815.5,TCP,102.0,29,http_flood
172.16.0.70,10.0.1.134,103.9,58,595.0,UDP,277.8,14,stealth_probe
172.16.0.47,10.0.0.235,892.1,6,1391.9,TCP,69.7,129,http_flood
203.0.113.237,10.0.1.126,142.7,1,130.8,TCP,27.5,31,brute_force
104.16.0.246,192.168.2.129,3204.6,1,67.2,ICMP,27.3,74,icmp_flood
91.189.0.240,192.168.2.175,1489.2,1,2220.5,UDP,26.9,18,dns_amplification
91.189.0.211,172.16.1.132,249.2,1,98.1,TCP,7.4,282,brute_force
198.51.100.72,192.168.1.29,151.6,1,60.3,TCP,22.8,43,brute_force
45.33.32.65,10.0.0.70,3242.7,3,88.7,UDP,14.9,280,udp_flood
172.16.0.246,172.16.1.186,1671.8,58,342.0,SCTP,79.3,47,protocol_anomaly
104.16.0.93,192.168.2.249,1715.4,50,79.2,GRE,50.6,28,protocol_anomaly
45.33.144.153,172.16.1.201,1427.6,6,867.9,TCP,75.7,37,http_flood
45.33.32.238,192.168.1.201,186.5,1,77.4,TCP,23.2,48,brute_force
104.16.0.46,192.168.1.236,2973.9,1,1181.1,TCP,49.0,42,http_flood
203.0.113.154,192.168.2.240,469.2,1,192.3,TCP,6.2,194,brute_force
104.16.0.69,10.0.1.222,246.0,88,289.7,TCP,89.6,6,stealth_probe
203.0.113.197,192.168.2.41,167.7,1,226.2,TCP,1.7,299,brute_force
104.16.0.97,10.0.0.131,1580.6,2,3771.6,UDP,18.3,9,dns_amplification
104.16.0.85,10.0.1.164,650.0,2,1082.9,TCP,23.2,99,http_flood
10.10.10.51,172.16.1.171,9.5,76,268.7,TCP,207.1,30,stealth_probe
104.16.0.50,192.168.1.224,232.7,47,41.5,TCP,205.3,14,stealth_probe
45.33.144.116,10.0.1.201,2159.2,1,1160.1,TCP,53.8,43,http_flood
91.189.0.190,172.16.1.117,1098.0,193,53.2,TCP,8.1,165,port_scan
10.10.10.197,192.168.2.19,2636.4,5,1100.3,TCP,16.5,86,http_flood
45.33.144.177,10.0.0.247,225.3,47,505.6,TCP,122.2,15,stealth_probe
45.33.144.124,172.16.1.193,390.3,26,112.7,TCP,19.2,161,port_scan
45.33.144.238,10.0.0.221,7693.4,1,74.9,ICMP,16.8,13,icmp_flood
104.16.0.130,10.0.0.185,210.5,99,511.8,TCP,172.6,8,stealth_probe
