src_ip,dst_ip,packet_rate,unique_ports,avg_packet_size,protocol,duration,connection_count
10.0.50.86,192.168.1.45,231.7,4,513.1,TCP,4.0,9
10.0.1.82,10.0.0.92,76.9,6,200.8,TCP,14.0,8
10.0.10.147,172.16.1.209,162.0,2,244.1,UDP,5.2,6
192.168.50.39,192.168.2.24,479.3,3,1176.2,TCP,48.8,1
10.0.10.100,192.168.2.186,96.5,3,956.7,TCP,16.7,4
10.2.0.160,172.16.1.32,190.4,1,331.1,UDP,3.3,4
10.0.2.160,192.168.1.117,133.5,1,186.4,UDP,1.7,3
192.168.1.120,10.0.0.56,14.0,5,321.0,UDP,38.2,9
10.0.2.65,10.0.1.200,128.6,1,1015.9,UDP,25.5,9
10.2.0.245,10.0.1.145,118.1,2,833.1,TCP,11.5,9
10.2.0.38,192.168.1.244,402.3,7,809.1,UDP,27.7,5
10.0.50.244,192.168.1.176,488.3,4,254.3,TCP,6.6,3
10.0.1.12,192.168.1.32,418.0,3,1500.0,TCP,40.9,2
192.168.50.152,10.0.1.126,168.5,4,1176.6,UDP,44.3,1
10.0.1.127,192.168.2.59,1617.7,2,425.9,TCP,13.3,2
10.1.0.104,10.0.1.71,104.7,5,1156.3,UDP,7.8,5
192.168.1.17,192.168.2.84,345.7,2,177.8,ICMP,13.8,8
10.0.1.94,10.0.0.44,45.9,5,909.7,TCP,1.9,11
192.168.50.43,10.0.0.2,89.3,1,853.2,TCP,3.3,9
192.168.50.14,10.0.1.154,119.9,2,351.6,UDP,2.2,4
10.0.100.112,192.168.2.74,2.3,1,156.3,TCP,6.7,1
10.0.2.39,192.168.2.67,216.5,1,926.7,UDP,108.0,1
192.168.50.67,10.0.1.197,568.1,3,1190.4,TCP,56.5,4
10.0.2.232,10.0.1.62,131.3,1,280.4,UDP,12.6,5
192.168.2.5,192.168.1.142,1273.8,2,804.1,TCP,10.7,2
192.168.100.71,10.0.0.238,8.9,1,155.1,UDP,4.6,1
10.0.1.21,192.168.1.60,221.6,4,653.4,TCP,20.6,2
192.168.2.209,192.168.1.195,160.6,1,151.8,TCP,11.6,11
10.0.51.238,192.168.1.137,220.3,2,302.2,TCP,9.6,3
10.1.0.148,192.168.1.134,41.9,7,1065.0,ICMP,8.9,3
10.0.1.223,10.0.1.76,138.3,1,307.9,TCP,14.3,2
10.0.1.233,172.16.1.216,398.0,2,1326.5,TCP,13.7,2
192.168.2.21,10.0.0.208,78.5,3,951.5,TCP,22.8,9
10.0.2.138,172.16.1.126,54.6,3,945.2,UDP,10.0,1
10.0.10.200,10.0.0.108,111.4,2,137.5,UDP,2.4,5
10.0.2.233,192.168.1.52,351.1,3,1500.0,TCP,61.3,4
10.1.0.23,192.168.1.159,482.2,1,805.7,UDP,25.5,1
10.0.50.33,192.168.1.147,195.2,5,474.8,TCP,0.5,11
10.1.0.236,192.168.2.138,371.4,1,792.6,UDP,46.7,2
192.168.10.73,192.168.1.178,128.7,9,409.3,ICMP,0.6,3
10.1.0.250,192.168.2.223,591.5,2,1159.9,TCP,67.7,2
10.0.51.47,192.168.1.42,255.5,1,259.8,TCP,7.7,11
192.168.50.124,172.16.1.247,324.0,7,1277.1,TCP,31.8,1
10.0.10.18,10.0.1.97,50.8,20,1229.9,TCP,41.6,5
192.168.1.25,192.168.1.185,1007.9,1,720.8,TCP,18.7,7
192.168.2.45,192.168.2.114,28.4,4,391.5,TCP,3.9,8
192.168.2.219,172.16.1.239,209.2,4,848.4,TCP,80.5,7
10.0.1.33,172.16.1.107,65.5,3,1500.0,UDP,11.6,14
192.168.2.23,10.0.0.167,174.9,2,479.9,TCP,11.1,2
10.0.10.59,192.168.1.233,124.7,2,340.9,UDP,8.2,2
192.168.50.209,10.0.1.110,566.4,1,617.2,TCP,82.6,3
192.168.50.12,10.0.1.57,94.4,4,1268.8,UDP,49.7,5
10.0.2.170,10.0.0.4,199.3,2,741.6,TCP,0.5,12
192.168.2.149,172.16.1.203,178.8,2,261.9,UDP,13.4,3
192.168.50.100,10.0.1.75,76.4,1,337.6,UDP,13.6,2
10.1.0.3,10.0.1.75,100.0,1,223.9,TCP,15.0,4
10.2.0.82,192.168.1.4,53.1,1,57.2,ICMP,16.7,2
10.1.0.250,192.168.2.94,122.2,5,1178.0,UDP,13.5,7
192.168.10.235,10.0.1.64,518.7,3,1470.5,TCP,50.1,3
192.168.100.154,172.16.1.250,4.0,1,140.1,UDP,9.6,1
10.0.10.175,172.16.1.31,605.2,5,1297.3,TCP,0.5,2
10.2.0.59,10.0.1.209,441.4,1,1500.0,UDP,32.3,2
192.168.1.180,10.0.0.36,611.3,3,1360.8,TCP,93.2,2
10.0.50.88,192.168.1.21,231.1,5,293.4,TCP,3.4,6
192.168.50.223,172.16.1.216,68.3,1,712.9,TCP,46.1,2
10.0.2.169,192.168.2.80,67.6,2,554.0,TCP,0.6,14
10.0.1.149,172.16.1.74,23.4,8,790.9,UDP,36.2,8
192.168.50.241,172.16.1.197,282.8,1,1058.8,UDP,32.5,3
10.0.50.65,10.0.0.195,351.8,5,650.2,TCP,2.2,10
192.168.1.199,10.0.1.213,91.2,7,626.5,TCP,17.3,12
192.168.2.113,192.168.1.41,26.0,1,77.1,ICMP,9.9,1
10.0.2.125,10.0.0.246,800.0,1,841.8,TCP,9.8,12
10.1.0.14,10.0.0.143,18.9,4,1500.0,UDP,12.9,6
10.0.50.160,192.168.1.252,465.1,2,476.0,TCP,2.6,7
10.1.0.173,192.168.1.58,1399.8,3,966.8,UDP,9.4,2
10.0.100.157,172.16.1.165,20.3,1,184.7,UDP,8.5,1
10.0.1.122,192.168.1.177,62.5,6,274.8,TCP,19.6,9
192.168.1.2,172.16.1.157,61.4,1,764.6,TCP,2.4,13
10.0.2.63,192.168.1.80,52.9,1,210.5,UDP,2.4,6
10.2.0.71,10.0.1.109,115.1,2,614.5,UDP,208.4,2
10.0.50.44,192.168.1.193,288.6,1,636.4,TCP,7.0,5
10.2.0.235,192.168.1.162,471.5,1,1162.8,UDP,63.4,2
192.168.100.164,10.0.1.81,6.3,1,133.6,UDP,9.1,1
192.168.2.235,192.168.1.150,340.5,3,1141.1,TCP,101.2,2
10.0.100.214,10.0.1.217,11.2,1,149.3,UDP,9.2,1
10.0.10.92,10.0.1.113,108.7,4,631.6,TCP,10.0,11
10.2.0.131,192.168.2.195,36.3,1,41.8,ICMP,24.4,1
192.168.1.39,172.16.1.93,101.7,6,737.8,TCP,17.3,10
10.0.50.211,10.0.0.16,264.7,3,701.3,TCP,15.5,6
192.168.100.158,192.168.1.178,4.5,1,149.9,UDP,8.3,1
10.0.50.140,192.168.1.197,253.7,4,481.6,TCP,4.3,7
192.168.100.133,192.168.1.156,23.9,1,141.9,UDP,3.9,1
10.0.2.102,10.0.1.194,21.9,2,311.3,UDP,12.9,1
10.1.0.175,10.0.0.162,59.8,1,69.3,ICMP,25.3,2
10.0.50.36,192.168.1.156,74.4,5,151.5,TCP,6.1,11
10.0.10.244,192.168.1.182,284.6,18,731.6,TCP,45.9,6
10.0.51.207,192.168.1.140,251.9,3,488.2,TCP,6.9,2
10.0.2.210,10.0.1.170,52.0,8,732.6,TCP,15.8,12
10.1.0.23,10.0.0.157,260.9,4,815.8,TCP,0.8,13
192.168.10.225,10.0.0.77,391.3,1,1344.7,TCP,8.1,2
10.0.10.42,192.168.1.120,58.2,19,1000.9,UDP,17.2,7
10.0.2.58,192.168.1.205,18.7,9,776.2,TCP,0.7,3
10.0.1.70,172.16.1.168,74.5,4,764.8,TCP,25.3,11
10.1.0.62,10.0.0.76,367.1,1,1500.0,TCP,119.3,2
10.0.2.190,10.0.0.25,88.7,4,791.4,TCP,1.3,11
192.168.50.103,172.16.1.145,251.9,11,915.1,UDP,23.1,6
10.0.2.58,10.0.0.38,234.8,15,1001.1,TCP,43.3,9
10.1.0.108,172.16.1.124,154.2,4,1065.6,TCP,23.6,10
10.0.10.228,192.168.2.9,316.9,2,430.9,UDP,10.4,11
192.168.10.182,192.168.2.163,91.7,7,881.6,UDP,23.0,10
10.0.1.180,192.168.2.150,126.5,4,177.6,TCP,1.9,9
10.0.100.228,10.0.0.118,6.7,1,86.9,ICMP,4.3,1
192.168.1.243,192.168.2.172,421.6,1,1467.3,UDP,30.0,1
192.168.10.199,172.16.1.192,35.6,2,1108.5,UDP,13.2,10
10.0.2.191,10.0.0.9,490.5,3,1069.6,UDP,72.2,3
192.168.2.163,10.0.1.152,11.4,4,100.0,TCP,27.9,2
192.168.10.180,192.168.2.191,27.1,1,88.7,ICMP,3.1,2
10.0.10.98,172.16.1.120,13.8,1,398.7,TCP,4.5,2
192.168.10.149,172.16.1.224,85.8,2,193.3,UDP,8.8,3
10.0.50.215,192.168.1.92,200.8,1,775.5,TCP,12.3,11
192.168.50.239,192.168.1.106,83.9,2,1046.5,TCP,21.3,13
10.0.1.17,192.168.1.225,28.8,8,1265.9,UDP,0.6,5
10.0.10.73,10.0.0.106,164.6,3,722.8,UDP,49.0,3
192.168.2.206,192.168.2.251,266.3,5,1500.0,UDP,24.0,7
10.0.2.213,10.0.1.29,181.8,1,229.0,UDP,6.7,2
10.0.1.210,192.168.1.36,149.2,16,451.9,TCP,53.2,11
192.168.1.46,192.168.2.175,199.6,2,198.2,UDP,4.0,6
192.168.2.130,10.0.0.36,480.1,1,1093.5,UDP,68.1,2
10.0.2.110,10.0.0.166,462.7,3,1082.1,UDP,68.5,1
192.168.2.82,10.0.1.207,252.8,1,624.0,TCP,5.4,8
10.0.2.248,10.0.1.15,41.2,1,302.0,UDP,10.4,4
192.168.100.217,172.16.1.178,15.0,1,114.7,UDP,2.2,1
10.2.0.13,10.0.0.117,8.1,1,50.6,ICMP,7.1,1
10.0.2.75,192.168.2.111,4.0,1,50.0,ICMP,20.7,1
192.168.2.151,192.168.2.242,538.4,1,1112.2,TCP,13.9,3
192.168.10.33,10.0.0.133,33.8,1,71.7,ICMP,0.7,1
192.168.50.226,10.0.1.183,21.1,6,1500.0,UDP,15.7,10
10.1.0.80,172.16.1.115,550.1,2,1021.8,UDP,37.0,1
10.0.2.6,192.168.1.69,68.5,7,969.9,TCP,12.0,13
192.168.100.123,10.0.0.93,16.7,1,147.2,UDP,5.4,1
10.0.1.177,10.0.0.76,165.2,7,1115.9,TCP,12.0,8
10.0.10.90,172.16.1.58,34.8,2,1094.3,UDP,2.6,9
192.168.1.13,192.168.1.122,33.0,8,1500.0,UDP,55.9,12
10.2.0.140,172.16.1.39,434.0,1,1377.0,TCP,49.0,3
10.1.0.85,192.168.2.202,11.2,2,326.8,TCP,13.2,7
10.1.0.222,192.168.2.237,180.3,1,186.4,UDP,12.0,1
10.1.0.24,192.168.1.10,186.5,4,1235.8,UDP,1.6,11
192.168.2.42,192.168.1.138,39.2,1,937.9,TCP,2.4,11
192.168.1.250,192.168.2.244,382.5,2,1262.4,TCP,70.8,2
10.0.1.221,192.168.1.62,56.4,3,370.1,TCP,15.4,13
10.1.0.64,10.0.1.118,143.4,2,419.6,TCP,8.6,3
192.168.10.19,10.0.0.228,47.9,2,361.6,UDP,10.6,3
192.168.2.29,10.0.0.233,1229.7,1,559.3,TCP,20.0,2
10.1.0.65,172.16.1.240,108.3,2,1032.9,UDP,3.3,5
10.0.50.238,10.0.0.50,287.5,1,679.5,TCP,1.0,8
192.168.1.188,192.168.1.100,123.7,2,773.5,TCP,8.2,3
10.1.0.65,172.16.1.216,474.4,1,991.7,TCP,89.5,3
10.0.1.143,192.168.1.36,321.0,1,1017.6,TCP,71.7,4
10.0.1.99,10.0.0.127,451.8,3,1457.5,TCP,111.0,4
192.168.2.217,172.16.1.34,139.7,5,1378.6,TCP,5.3,10
10.2.0.104,192.168.1.109,983.3,3,1292.4,TCP,13.5,5
192.168.100.78,10.0.1.107,26.7,1,120.1,UDP,6.0,1
192.168.10.27,10.0.1.212,597.3,1,1405.5,UDP,64.2,2
192.168.10.235,172.16.1.52,393.8,2,692.8,UDP,192.4,2
10.0.2.214,172.16.1.62,442.1,8,982.8,UDP,19.0,9
10.2.0.243,192.168.1.102,122.3,7,761.8,TCP,6.8,5
10.1.0.212,172.16.1.143,234.6,6,1470.0,TCP,13.3,4
10.0.10.239,172.16.1.211,549.4,1,816.5,UDP,64.5,4
10.1.0.101,172.16.1.253,138.4,5,967.9,TCP,6.4,6
192.168.2.177,192.168.2.87,67.9,9,1079.0,TCP,15.0,3
192.168.50.163,172.16.1.32,1737.8,2,466.8,UDP,7.7,1
10.0.10.22,172.16.1.1,548.8,1,922.6,TCP,60.2,4
10.2.0.71,172.16.1.142,1673.0,2,1500.0,TCP,16.2,7
10.0.2.37,10.0.0.249,63.7,11,983.5,TCP,49.5,3
192.168.1.94,172.16.1.217,350.9,3,1177.0,UDP,72.7,2
10.0.50.145,192.168.1.70,201.4,1,646.3,TCP,17.7,7
10.1.0.111,192.168.1.49,154.2,9,510.3,TCP,12.4,7
192.168.50.86,192.168.2.98,275.0,2,894.8,TCP,4.4,14
192.168.2.64,10.0.0.106,363.7,1,1500.0,UDP,110.6,3
192.168.50.8,172.16.1.51,57.2,14,481.1,TCP,40.3,11
10.1.0.120,10.0.0.23,134.1,2,226.6,UDP,2.5,1
10.0.51.125,192.168.1.27,169.7,1,704.9,TCP,12.3,11
192.168.1.101,10.0.0.55,19.4,5,543.6,TCP,27.2,3
192.168.50.95,172.16.1.71,568.7,2,1157.0,TCP,5.0,1
10.0.2.103,172.16.1.224,435.9,2,1500.0,UDP,92.0,4
192.168.2.22,192.168.1.58,168.1,2,98.1,UDP,13.3,7
192.168.10.186,192.168.1.107,85.3,21,183.0,TCP,31.7,17
192.168.2.189,192.168.1.237,1777.2,1,439.7,TCP,10.3,5
10.0.51.134,10.0.0.162,201.7,1,817.9,TCP,0.7,10
10.2.0.127,10.0.0.86,310.2,3,689.9,TCP,42.5,2
10.0.2.197,10.0.0.197,609.5,2,1306.6,TCP,90.2,4
192.168.50.66,192.168.2.182,72.9,6,738.7,UDP,0.6,10
192.168.1.128,10.0.1.74,40.0,6,667.4,ICMP,35.1,13
10.0.1.63,192.168.2.101,1432.4,2,492.9,TCP,15.8,6
192.168.2.51,192.168.2.192,1606.1,3,40.0,TCP,5.8,4
192.168.50.63,10.0.1.55,79.5,3,901.8,TCP,24.3,14
10.0.100.69,192.168.1.75,28.3,1,78.6,UDP,10.0,1
10.1.0.151,192.168.2.133,278.1,2,522.2,TCP,2.1,1
192.168.2.82,10.0.0.181,376.0,2,1128.0,UDP,19.1,3
10.0.51.96,192.168.1.248,556.6,2,399.7,TCP,16.5,11
10.0.1.55,10.0.1.80,90.3,4,1240.7,TCP,17.7,12
192.168.2.108,172.16.1.64,124.9,3,130.8,TCP,5.6,12
10.0.10.192,172.16.1.73,15.2,4,978.2,UDP,7.1,5
10.2.0.27,10.0.0.248,53.1,2,400.2,UDP,2.6,7
10.1.0.64,10.0.1.19,115.3,3,954.4,UDP,7.1,1
10.0.1.105,10.0.1.193,86.8,1,183.7,UDP,3.6,1
192.168.100.200,172.16.1.230,27.9,1,111.6,UDP,1.1,1
192.168.10.146,10.0.0.123,80.4,5,1263.1,ICMP,20.6,5
192.168.100.187,192.168.2.39,27.3,1,121.1,TCP,5.4,1
10.0.2.130,10.0.1.81,910.7,2,928.6,TCP,2.3,1
192.168.10.198,192.168.2.215,31.3,8,100.0,UDP,0.5,7
10.0.2.57,10.0.1.191,90.5,1,177.5,UDP,11.9,5
10.0.2.239,10.0.0.88,445.3,1,1274.2,TCP,71.1,2
10.0.1.216,192.168.1.109,118.0,6,977.8,TCP,3.9,13
192.168.1.9,192.168.1.213,452.4,3,1500.0,UDP,26.4,1
10.1.0.22,192.168.2.149,89.0,3,481.4,UDP,8.5,13
192.168.2.242,192.168.1.28,161.0,20,321.0,TCP,9.7,19
10.0.1.247,10.0.0.19,397.6,2,563.8,TCP,96.4,1
10.0.1.117,192.168.1.72,480.9,1,1073.2,UDP,60.9,4
10.2.0.155,172.16.1.14,71.8,8,605.3,UDP,25.0,6
192.168.2.104,192.168.2.176,26.7,7,734.2,TCP,17.9,9
10.0.2.179,192.168.2.242,214.0,4,54.0,TCP,156.2,3
10.0.2.89,10.0.0.140,5.0,1,64.4,ICMP,12.6,1
192.168.2.218,172.16.1.75,327.4,9,1302.5,TCP,23.9,6
10.1.0.242,172.16.1.48,152.8,2,166.5,TCP,12.2,7
192.168.10.225,10.0.1.1,234.0,4,551.2,UDP,69.4,2
10.0.100.4,10.0.1.69,6.4,1,80.8,TCP,4.7,1
10.0.51.64,192.168.1.149,194.9,2,447.9,TCP,8.8,4
192.168.10.99,192.168.2.16,635.1,3,718.9,TCP,21.4,3
192.168.10.109,172.16.1.190,135.5,1,114.6,UDP,7.4,3
10.0.2.152,192.168.2.43,85.0,7,806.7,UDP,8.5,5
192.168.10.218,192.168.1.200,54.0,5,761.0,TCP,16.0,12
192.168.1.68,172.16.1.245,497.7,2,1375.0,UDP,17.2,2
10.2.0.233,10.0.1.23,155.0,1,209.9,UDP,6.9,5
10.0.1.237,192.168.1.164,119.7,1,444.1,TCP,6.1,4
192.168.1.163,172.16.1.201,166.2,3,1430.1,TCP,1.7,14
10.2.0.57,10.0.0.66,236.6,1,690.3,ICMP,2.1,4
10.0.2.90,10.0.1.199,79.1,7,836.1,TCP,41.4,6
10.0.10.22,10.0.1.96,54.2,9,683.8,TCP,46.8,7
192.168.2.112,192.168.2.13,68.7,5,1345.2,TCP,26.6,13
10.1.0.6,192.168.1.197,644.2,2,1062.8,TCP,34.8,3
10.2.0.17,192.168.2.79,559.5,3,1217.2,TCP,138.7,4
10.0.100.225,10.0.1.208,18.0,1,111.8,UDP,1.7,1
10.0.2.169,192.168.2.16,94.9,9,996.7,TCP,23.5,3
10.1.0.37,10.0.1.75,238.9,17,380.2,TCP,27.9,4
192.168.10.240,172.16.1.160,74.7,10,663.5,UDP,32.9,13
10.0.10.40,192.168.1.189,12.7,4,671.6,TCP,17.0,4
10.0.1.48,10.0.0.181,128.0,9,1253.2,TCP,12.5,14
192.168.100.242,10.0.1.126,2.8,1,121.1,TCP,5.8,1
192.168.10.13,172.16.1.17,431.2,1,725.0,TCP,48.8,2
10.0.2.102,192.168.1.163,227.2,6,723.2,TCP,10.3,3
10.1.0.149,192.168.2.197,150.8,6,328.7,TCP,5.5,6
192.168.10.164,10.0.0.186,1055.8,1,885.6,TCP,16.3,1
192.168.1.92,192.168.2.211,47.9,5,390.0,TCP,0.5,6
192.168.1.123,10.0.0.186,145.1,3,1116.7,TCP,0.5,12
10.0.1.186,10.0.1.116,79.8,3,1076.3,TCP,28.5,11
10.2.0.63,192.168.1.77,53.9,7,635.5,TCP,2.1,3
10.2.0.143,192.168.1.248,181.7,7,614.5,TCP,25.0,1
10.2.0.201,172.16.1.43,452.4,1,683.3,UDP,56.6,4
10.0.51.197,10.0.0.186,271.1,1,480.9,TCP,1.0,6
10.1.0.215,192.168.1.138,134.1,4,765.8,TCP,6.9,12
192.168.1.179,192.168.2.163,530.6,2,1395.5,TCP,77.3,2
10.0.100.195,172.16.1.87,3.4,1,170.9,UDP,8.9,1
192.168.10.63,192.168.2.173,417.9,1,1115.3,TCP,84.7,4
10.2.0.103,10.0.1.70,24.6,1,123.4,TCP,0.3,2
10.0.2.6,172.16.1.220,1607.3,2,864.0,TCP,14.9,4
10.0.10.50,10.0.1.2,464.6,2,1500.0,UDP,116.9,4
192.168.50.12,10.0.1.190,399.0,1,1297.7,TCP,62.8,2
10.0.10.163,192.168.2.84,130.0,1,175.6,UDP,3.0,2
10.2.0.46,192.168.2.190,261.3,14,147.4,TCP,36.2,11
10.0.51.191,10.0.0.168,434.1,1,562.1,TCP,8.8,2
192.168.2.55,172.16.1.236,18.1,2,412.6,UDP,12.0,5
192.168.2.138,10.0.1.83,59.4,1,66.2,ICMP,28.5,1
192.168.50.24,10.0.1.143,75.4,8,570.9,UDP,26.4,5
10.0.1.210,192.168.2.243,106.3,4,805.1,TCP,80.6,3
192.168.1.64,10.0.0.23,450.7,1,1428.5,TCP,49.6,3
10.0.51.54,10.0.0.235,277.4,1,688.6,TCP,9.0,4
10.0.2.64,10.0.0.171,71.7,6,1479.9,TCP,9.0,3
10.0.1.134,172.16.1.35,637.6,2,1341.8,UDP,68.9,3
10.0.100.13,192.168.2.222,21.2,1,121.5,ICMP,2.4,1
10.2.0.64,10.0.1.23,36.9,1,65.0,ICMP,34.2,2
192.168.50.20,10.0.1.23,476.2,1,1033.0,TCP,69.2,4
192.168.1.51,192.168.2.6,34.9,5,605.7,TCP,1.7,6
10.0.10.68,192.168.1.95,419.0,1,992.2,UDP,103.4,3
10.0.100.174,172.16.1.231,2.9,1,127.0,UDP,9.4,1
10.1.0.62,192.168.1.168,22.5,2,275.1,UDP,5.3,1
10.0.1.60,192.168.1.195,136.0,5,248.5,UDP,0.5,9
192.168.10.205,10.0.1.1,414.3,3,1143.2,UDP,68.1,2
192.168.50.110,192.168.2.36,530.9,3,1202.6,UDP,42.2,1
192.168.50.108,192.168.2.244,113.4,8,846.5,TCP,1.5,5
192.168.1.80,10.0.1.129,893.0,2,1500.0,TCP,6.6,6
10.2.0.8,172.16.1.21,60.2,6,578.3,TCP,1.3,8
10.1.0.35,10.0.1.78,225.0,4,722.6,UDP,89.8,5
192.168.10.173,10.0.0.13,372.8,3,1272.2,UDP,69.1,2
192.168.1.27,10.0.1.172,46.8,2,295.0,UDP,4.2,6
192.168.10.252,172.16.1.74,203.4,14,504.4,TCP,31.1,13
192.168.100.50,172.16.1.152,14.6,1,122.9,UDP,3.8,1
10.2.0.140,10.0.1.212,65.8,5,816.8,TCP,55.9,10
10.0.1.23,10.0.1.49,132.2,2,209.5,TCP,5.9,7
10.0.1.73,192.168.1.164,163.4,8,1500.0,TCP,31.9,5
192.168.2.178,172.16.1.182,290.5,1,1013.0,UDP,87.0,1
192.168.50.59,10.0.0.250,144.2,6,766.2,TCP,28.1,5
192.168.2.39,172.16.1.177,265.4,12,351.2,TCP,33.2,13
192.168.10.19,10.0.1.53,115.0,6,824.2,TCP,21.1,9
10.1.0.59,192.168.1.202,44.6,7,686.7,TCP,9.8,14
192.168.10.140,10.0.1.227,113.1,1,282.9,UDP,1.1,6
10.0.51.42,192.168.1.142,552.2,4,238.3,TCP,4.7,11
192.168.100.95,10.0.0.225,16.4,1,107.2,TCP,8.0,1
10.0.2.11,192.168.1.153,528.7,3,1121.8,TCP,46.7,1
192.168.50.12,10.0.0.147,41.4,8,580.6,TCP,8.7,14
192.168.10.109,192.168.2.72,609.7,2,1396.0,TCP,28.0,4
10.0.10.58,10.0.1.172,254.3,8,839.4,TCP,28.6,9
192.168.1.198,10.0.0.119,172.6,4,1017.6,TCP,97.4,2
10.0.10.242,192.168.1.67,390.2,1,1137.6,UDP,37.0,2
192.168.1.121,192.168.2.141,45.5,8,599.2,TCP,8.8,12
10.0.10.187,10.0.0.219,138.0,1,246.1,UDP,6.8,4
10.0.50.92,10.0.0.24,168.8,4,274.4,TCP,6.4,7
192.168.2.112,10.0.1.211,79.7,2,40.0,UDP,5.4,4
192.168.50.131,192.168.1.56,44.5,2,1037.6,TCP,33.9,14
10.2.0.124,10.0.1.182,460.6,3,1500.0,UDP,72.5,2
192.168.2.54,172.16.1.164,66.7,9,100.0,TCP,0.5,8
10.1.0.143,192.168.2.85,46.2,2,494.3,TCP,2.5,8
10.0.1.61,172.16.1.246,272.5,4,1065.7,TCP,6.4,9
192.168.50.3,10.0.0.123,86.9,9,1310.5,UDP,0.8,6
192.168.100.7,192.168.1.195,3.1,1,110.4,UDP,7.1,1
10.1.0.236,192.168.1.222,179.1,6,1312.9,TCP,13.5,13
192.168.2.200,172.16.1.207,309.6,1,1500.0,UDP,35.6,2
10.2.0.183,172.16.1.183,44.6,1,49.1,ICMP,3.3,2
192.168.50.70,10.0.1.199,266.6,11,798.0,TCP,48.6,18
192.168.10.52,10.0.1.149,441.6,1,1190.2,UDP,82.6,2
10.0.1.195,192.168.2.16,325.6,3,1331.7,TCP,79.4,1
10.0.2.220,10.0.1.88,906.5,2,674.6,TCP,13.9,5
192.168.10.60,10.0.1.10,425.9,3,1064.7,TCP,67.7,2
10.0.100.189,172.16.1.70,17.8,1,134.7,UDP,8.2,1
10.0.1.242,192.168.1.222,202.6,5,217.9,TCP,0.5,7
192.168.10.62,10.0.1.96,783.0,7,337.6,TCP,11.9,11
10.0.2.123,172.16.1.35,46.0,6,996.1,TCP,1.4,10
10.0.1.27,192.168.2.32,579.3,1,1500.0,TCP,76.2,4
192.168.100.156,192.168.1.164,18.4,1,147.6,UDP,7.1,1
10.0.2.80,10.0.0.179,169.9,2,309.5,UDP,1.0,5
10.0.10.48,192.168.1.47,39.6,1,1041.5,TCP,0.5,4
10.0.10.71,172.16.1.220,33.7,4,469.4,ICMP,16.7,6
192.168.1.34,10.0.1.157,1322.7,3,859.2,UDP,8.1,1
10.0.51.90,192.168.1.229,371.0,5,729.1,TCP,8.5,4
192.168.100.136,192.168.2.12,13.4,1,121.7,UDP,2.6,1
10.0.2.53,192.168.2.177,638.4,2,1137.3,UDP,48.7,2
192.168.1.145,192.168.2.179,41.6,1,776.0,TCP,3.4,13
10.0.10.238,192.168.1.76,86.6,2,1278.4,ICMP,28.3,5
192.168.10.22,172.16.1.114,94.1,18,436.1,TCP,49.5,13
192.168.50.72,10.0.0.78,10.8,8,1258.5,TCP,13.6,2
192.168.10.103,192.168.1.137,30.0,7,1090.4,UDP,1.2,9
192.168.2.111,172.16.1.225,167.1,7,837.7,UDP,70.2,2
10.0.1.51,192.168.2.216,54.6,5,723.6,UDP,4.1,6
10.0.51.45,10.0.0.53,288.8,1,343.5,TCP,6.8,9
192.168.100.38,192.168.1.233,15.0,1,148.0,UDP,9.8,1
10.1.0.69,10.0.0.42,87.3,1,1027.4,UDP,11.4,3
10.1.0.161,192.168.1.189,237.3,4,812.6,UDP,26.0,6
10.0.10.211,10.0.1.100,71.3,6,673.5,UDP,10.4,8
10.0.2.74,192.168.1.129,145.6,1,882.1,TCP,24.7,10
10.1.0.89,10.0.0.182,398.8,1,1500.0,TCP,58.6,3
10.1.0.63,172.16.1.128,148.8,8,1183.9,TCP,21.3,7
192.168.2.44,10.0.1.184,537.4,1,1174.9,UDP,107.6,2
192.168.2.230,192.168.1.105,146.6,1,783.1,TCP,15.4,9
10.1.0.109,10.0.1.106,339.0,1,1178.3,TCP,42.2,4
10.0.10.225,172.16.1.76,27.6,6,448.3,TCP,92.4,12
10.1.0.27,192.168.2.235,452.4,9,788.0,TCP,28.1,13
10.0.2.34,10.0.0.232,44.8,3,1383.0,UDP,34.0,14
192.168.50.216,192.168.1.188,74.2,1,157.9,UDP,7.3,7
10.0.50.40,10.0.0.238,264.0,3,467.5,TCP,1.5,6
10.2.0.97,10.0.1.162,1473.3,3,712.7,UDP,19.1,3
10.0.10.55,192.168.1.48,75.2,1,225.1,UDP,7.4,1
10.0.2.40,10.0.0.53,197.0,3,824.0,UDP,27.6,8
10.0.1.134,192.168.2.244,58.8,2,236.4,TCP,0.5,12
10.0.2.151,10.0.0.89,552.1,1,1338.9,TCP,39.2,4
10.0.1.168,192.168.1.31,20.2,7,1014.8,ICMP,2.4,6
192.168.2.110,172.16.1.221,84.0,1,1084.3,TCP,24.1,13
10.0.10.174,10.0.1.157,117.6,7,678.4,UDP,6.3,5
10.1.0.124,10.0.1.90,268.7,8,521.6,UDP,17.1,14
192.168.2.127,10.0.0.85,143.3,9,616.2,TCP,18.7,12
10.0.2.27,10.0.1.228,253.7,2,819.9,UDP,59.0,2
192.168.50.53,10.0.1.4,165.2,5,1500.0,TCP,47.6,1
10.2.0.206,192.168.1.130,367.5,2,1473.3,TCP,39.0,2
10.2.0.139,10.0.1.46,164.3,8,1016.2,TCP,22.3,14
